"subjectID" "activity" "feature" "grpbyMean" "grpbySdev"
1 "standing" "tBodyAccJerkMag" -0.992367790566038 -0.993096209433962
1 "standing" "tBodyAccMag" -0.984278207358491 -0.981942928867925
1 "standing" "tBodyGyro" -0.00286140159301887 -0.985190671194969
1 "standing" "tBodyGyroJerk" -0.0642075157899371 -0.993397163836478
1 "standing" "tBodyGyroJerkMag" -0.994966790566038 -0.994733238679245
1 "standing" "tBodyGyroMag" -0.976493792830189 -0.978690028679245
1 "standing" "tGravityAcc" 0.227819583478616 -0.983771002201258
1 "standing" "tGravityAccMag" -0.984278207358491 -0.981942928867925
1 "walking" "fBodyAcc" -0.148213899237895 -0.180927154742561
1 "walking" "fBodyAccJerk" -0.224923904431407 -0.187186729870456
1 "walking" "fBodyAccMag" -0.128623450629474 -0.398032586842105
1 "walking" "fBodyBodyAccJerkMag" -0.0571194000343158 -0.103492403002105
1 "walking" "fBodyBodyGyroJerkMag" -0.319308593778947 -0.381601911789474
1 "walking" "fBodyBodyGyroMag" -0.199252568986316 -0.321017953894737
1 "walking" "fBodyGyro" -0.232677517955439 -0.328920775332982
1 "walking" "tBodyAcc" 0.0495996122207018 -0.143102274768421
1 "walking" "tBodyAccJerk" 0.0327151122421053 -0.183104296731228
1 "walking" "tBodyAccJerkMag" -0.141428809031579 -0.0744717500625263
1 "walking" "tBodyAccMag" -0.136971176556842 -0.219688645631579
1 "walking" "tBodyGyro" -0.00880539747778947 -0.290803294675965
1 "walking" "tBodyGyroJerk" -0.0586571142729825 -0.305381939340351
1 "walking" "tBodyGyroJerkMag" -0.298703679084211 -0.325324878894737
1 "walking" "tBodyGyroMag" -0.160979552536842 -0.186978364526316
1 "walking" "tGravityAcc" 0.194985105403509 -0.965210943368421
1 "walking" "tGravityAccMag" -0.136971176556842 -0.219688645631579
1 "walking_downstairs" "fBodyAcc" -0.0619317935689796 -0.128853598502721
1 "walking_downstairs" "fBodyAccJerk" -0.14822192032517 -0.207543123267823
1 "walking_downstairs" "fBodyAccMag" 0.0965845343040816 -0.186530301073469
1 "walking_downstairs" "fBodyBodyAccJerkMag" 0.0262184949326531 -0.104052260726531
1 "walking_downstairs" "fBodyBodyGyroJerkMag" -0.281963359177551 -0.391919876612245
1 "walking_downstairs" "fBodyBodyGyroMag" -0.185720285744898 -0.398350390122449
1 "walking_downstairs" "fBodyGyro" -0.146673770343537 -0.305093593355102
1 "walking_downstairs" "tBodyAcc" 0.057234541629932 -0.0774449394348912
1 "walking_downstairs" "tBodyAccJerk" 0.024277930837415 -0.153206761170748
1 "walking_downstairs" "tBodyAccJerkMag" -0.0894474807979592 -0.0257877197081633
1 "walking_downstairs" "tBodyAccMag" 0.0271882914106122 0.0198843506265306
1 "walking_downstairs" "tBodyGyro" -0.0119767683721088 -0.236360730706803
1 "walking_downstairs" "tBodyGyroJerk" -0.04833186269 -0.331537883339456
1 "walking_downstairs" "tBodyGyroJerkMag" -0.295463843346939 -0.306510645530612
1 "walking_downstairs" "tBodyGyroMag" -0.0757412543673469 -0.225724368061224
1 "walking_downstairs" "tGravityAcc" 0.201048040468707 -0.927839388571429
1 "walking_downstairs" "tGravityAccMag" 0.0271882914106122 0.0198843506265306
1 "walking_upstairs" "fBodyAcc" -0.342882735679245 -0.0765673745459119
1 "walking_upstairs" "fBodyAccJerk" -0.526264729056604 -0.523241430628931
1 "walking_upstairs" "fBodyAccMag" -0.352395944716981 -0.416260101509434
1 "walking_upstairs" "fBodyBodyAccJerkMag" -0.44265216245283 -0.533059853773585
1 "walking_upstairs" "fBodyBodyGyroJerkMag" -0.634665082075472 -0.693930521509434
1 "walking_upstairs" "fBodyBodyGyroMag" -0.325961457396226 -0.182985518264151
1 "walking_upstairs" "fBodyGyro" -0.421894496666667 -0.32868714172956
1 "walking_upstairs" "tBodyAcc" 0.0447355127546541 -0.12550250965283
1 "walking_upstairs" "tBodyAccJerk" 0.0250988308767296 -0.51057061490566
1 "walking_upstairs" "tBodyAccJerkMag" -0.466503446226415 -0.478991622075472
1 "walking_upstairs" "tBodyAccMag" -0.129927630735849 -0.324970929245283
1 "walking_upstairs" "tBodyGyro" -0.019087029645283 -0.349311531878616
1 "walking_upstairs" "tBodyGyroJerk" -0.0683646364092453 -0.607605055660377
1 "walking_upstairs" "tBodyGyroJerkMag" -0.59488286509434 -0.648553044339623
1 "walking_upstairs" "tBodyGyroMag" -0.126735589969811 -0.14861931805283
1 "walking_upstairs" "tGravityAcc" 0.15193159781761 -0.940531890503145
1 "walking_upstairs" "tGravityAccMag" -0.129927630735849 -0.324970929245283
2 "laying" "fBodyAcc" -0.980302306527778 -0.979687924236111
2 "laying" "fBodyAccJerk" -0.984926338611111 -0.987194339097222
2 "laying" "fBodyAccMag" -0.975110196458333 -0.975121387916667
2 "laying" "fBodyBodyAccJerkMag" -0.985374114791667 -0.984568489166667
2 "laying" "fBodyBodyGyroJerkMag" -0.990248702291667 -0.989492660416667
2 "laying" "fBodyBodyGyroMag" -0.972112972708333 -0.96109837875
2 "laying" "fBodyGyro" -0.977474888472222 -0.977981841527778
2 "laying" "tBodyAcc" 0.0519896845944444 -0.979523386805556
2 "laying" "tBodyAccJerk" 0.0310164635540972 -0.985828908125
2 "laying" "tBodyAccJerkMag" -0.987741696041667 -0.98551807625
2 "laying" "tBodyAccMag" -0.977435485208333 -0.972873912916667
2 "laying" "tBodyGyro" 0.00486847159027778 -0.976957800763889
2 "laying" "tBodyGyroJerk" -0.0693371513 -0.990279736111111
2 "laying" "tBodyGyroJerkMag" -0.991767074166667 -0.989718095208333
2 "laying" "tBodyGyroMag" -0.950011569583333 -0.961164053958333
2 "laying" "tGravityAcc" 0.296539093611111 -0.977152241597222
2 "laying" "tGravityAccMag" -0.977435485208333 -0.972873912916667
2 "sitting" "fBodyAcc" -0.97110317057971 -0.964766236086957
2 "sitting" "fBodyAccJerk" -0.98337251557971 -0.986278046666667
2 "sitting" "fBodyAccMag" -0.96127374826087 -0.955575602173913
2 "sitting" "fBodyBodyAccJerkMag" -0.983874698913043 -0.984124185869565
2 "sitting" "fBodyBodyGyroJerkMag" -0.989861950869565 -0.989632908913043
2 "sitting" "fBodyBodyGyroMag" -0.971840596086956 -0.961385745217391
2 "sitting" "fBodyGyro" -0.974845711884058 -0.975895783333333
2 "sitting" "tBodyAcc" 0.0507270285181159 -0.965784983478261
2 "sitting" "tBodyAccJerk" 0.0305191197161594 -0.984519340434783
2 "sitting" "tBodyAccJerkMag" -0.986774713043478 -0.984475868043478
2 "sitting" "tBodyAccMag" -0.967893623913043 -0.953081444130435
2 "sitting" "tBodyGyro" -0.0213905318434783 -0.974821754492754
2 "sitting" "tBodyGyroJerk" -0.0595927136152174 -0.988713654492754
2 "sitting" "tBodyGyroJerkMag" -0.991081493913043 -0.989594919565217
2 "sitting" "tBodyGyroMag" -0.946035087173913 -0.961313624130435
2 "sitting" "tGravityAcc" 0.344524672435188 -0.963718302318841
2 "sitting" "tGravityAccMag" -0.967893623913043 -0.953081444130435
2 "standing" "fBodyAcc" -0.968763210987654 -0.964466298518519
2 "standing" "fBodyAccJerk" -0.977199910555556 -0.980376023333333
2 "standing" "fBodyAccMag" -0.964052166481482 -0.960519381481482
2 "standing" "fBodyBodyAccJerkMag" -0.977065295555556 -0.97516046
2 "standing" "fBodyBodyGyroJerkMag" -0.977849827407407 -0.977754298148148
2 "standing" "fBodyBodyGyroMag" -0.961775904814815 -0.956788725740741
2 "standing" "fBodyGyro" -0.966746987037037 -0.97192615691358
2 "standing" "tBodyAcc" 0.0511940363833333 -0.964772909938272
2 "standing" "tBodyAccJerk" 0.0255721495904938 -0.978328867222222
2 "standing" "tBodyAccJerkMag" -0.980489077407407 -0.976675280185185
2 "standing" "tBodyAccMag" -0.965875181296296 -0.957874965
2 "standing" "tBodyGyro" -0.00602229192746914 -0.969765776049383
2 "standing" "tBodyGyroJerk" -0.0674860197895062 -0.978793792530864
2 "standing" "tBodyGyroJerkMag" -0.983951904259259 -0.977204427777778
2 "standing" "tBodyGyroMag" -0.963466341851852 -0.95394338037037
2 "standing" "tGravityAcc" 0.218871010407407 -0.968935772592593
2 "standing" "tGravityAccMag" -0.965875181296296 -0.957874965
2 "walking" "fBodyAcc" -0.27391978039322 -0.36069773879096
2 "walking" "fBodyAccJerk" -0.31277870540113 -0.31518140129661
2 "walking" "fBodyAccMag" -0.324289427932203 -0.577105211694915
2 "walking" "fBodyBodyAccJerkMag" -0.169064352813559 -0.164091969449153
2 "walking" "fBodyBodyGyroJerkMag" -0.583249293389831 -0.558104554745763
2 "walking" "fBodyBodyGyroMag" -0.530704814745763 -0.651792839661017
2 "walking" "fBodyGyro" -0.460381851920904 -0.565652202259887
2 "walking" "tBodyAcc" 0.0507771028533333 -0.308997205567232
2 "walking" "tBodyAccJerk" 0.0293175582076271 -0.293407705962712
2 "walking" "tBodyAccJerkMag" -0.281424153881356 -0.164150985127119
2 "walking" "tBodyAccMag" -0.290407593728814 -0.422544169322034
2 "walking" "tBodyGyro" -0.00614346136920904 -0.527029819548023
2 "walking" "tBodyGyroJerk" -0.0624024011683616 -0.486394314971751
2 "walking" "tBodyGyroJerkMag" -0.547911950338983 -0.557798151355932
2 "walking" "tBodyGyroMag" -0.446549092881356 -0.553019916271186
2 "walking" "tGravityAcc" 0.217045776836158 -0.972294309548023
2 "walking" "tGravityAccMag" -0.290407593728814 -0.422544169322034
2 "walking_downstairs" "fBodyAcc" 0.0866318100304965 0.00868189950992908
2 "walking_downstairs" "fBodyAccJerk" -0.0123896264191489 -0.092478337193617
2 "walking_downstairs" "fBodyAccMag" 0.293424826591489 -0.0214787881723404
2 "walking_downstairs" "fBodyBodyAccJerkMag" 0.222247409576596 0.227480732542553
2 "walking_downstairs" "fBodyBodyGyroJerkMag" -0.380175306489362 -0.343698985425532
2 "walking_downstairs" "fBodyBodyGyroMag" -0.320838543553191 -0.372576755361702
2 "walking_downstairs" "fBodyGyro" -0.198394756004965 -0.420385695638298
2 "walking_downstairs" "tBodyAcc" 0.0460469966148936 0.068803520777305
2 "walking_downstairs" "tBodyAccJerk" 0.028608618992695 -0.0220149551319149
2 "walking_downstairs" "tBodyAccJerkMag" 0.00565516335106383 0.22961718512766
2 "walking_downstairs" "tBodyAccMag" 0.0899511204978723 0.215586334889362
2 "walking_downstairs" "tBodyGyro" -0.00786561209503546 -0.33864892098156
2 "walking_downstairs" "tBodyGyroJerk" -0.057091285764539 -0.310534537421986
2 "walking_downstairs" "tBodyGyroJerkMag" -0.410872671489362 -0.343187875404255
2 "walking_downstairs" "tBodyGyroMag" -0.162188586930426 -0.274844110531915
2 "walking_downstairs" "tGravityAcc" 0.164054076207092 -0.937289532765957
2 "walking_downstairs" "tGravityAccMag" 0.0899511204978723 0.215586334889362
2 "walking_upstairs" "fBodyAcc" -0.179266153551458 -0.110082370565972
2 "walking_upstairs" "fBodyAccJerk" -0.323069878258333 -0.411353523194444
2 "walking_upstairs" "fBodyAccMag" -0.14531853915625 -0.36672824375
2 "walking_upstairs" "fBodyBodyAccJerkMag" -0.189511136902083 -0.2604238389625
2 "walking_upstairs" "fBodyBodyGyroJerkMag" -0.60079849625 -0.621820202916667
2 "walking_upstairs" "fBodyBodyGyroMag" -0.450612184791667 -0.438620401875
2 "walking_upstairs" "fBodyGyro" -0.356110274472222 -0.384729935354167
2 "walking_upstairs" "tBodyAcc" 0.0244129258901389 -0.102823382596528
2 "walking_upstairs" "tBodyAccJerk" 0.0280741226879861 -0.345172397733333
2 "walking_upstairs" "tBodyAccJerkMag" -0.321268911041667 -0.21738939458125
2 "walking_upstairs" "tBodyAccMag" -0.107322679520833 -0.205977045295833
2 "walking_upstairs" "tBodyGyro" -0.00698072367708333 -0.356515729101389
2 "walking_upstairs" "tBodyGyroJerk" -0.0566023063805556 -0.525980553958333
2 "walking_upstairs" "tBodyGyroJerkMag" -0.572816438541667 -0.597291719166667
2 "walking_upstairs" "tBodyGyroMag" -0.219713472958333 -0.377532167604167
2 "walking_upstairs" "tGravityAcc" 0.0595380964111111 -0.912059750138889
2 "walking_upstairs" "tGravityAccMag" -0.107322679520833 -0.205977045295833
3 "laying" "fBodyAcc" -0.970055911182796 -0.970354937795699
3 "laying" "fBodyAccJerk" -0.976129220107527 -0.979292844462366
3 "laying" "fBodyAccMag" -0.96552427516129 -0.968350217419355
3 "laying" "fBodyBodyAccJerkMag" -0.975949597903226 -0.975305377903226
3 "laying" "fBodyBodyGyroJerkMag" -0.984278251290323 -0.982568158064516
3 "laying" "fBodyBodyGyroMag" -0.96458672483871 -0.955441855806452
3 "laying" "fBodyGyro" -0.970202968655914 -0.973425261129032
3 "laying" "tBodyAcc" 0.0517535655768817 -0.969508406182796
3 "laying" "tBodyAccJerk" 0.0288096516559113 -0.977227734139785
3 "laying" "tBodyAccJerkMag" -0.979484593387097 -0.976121297903226
3 "laying" "tBodyAccMag" -0.972791346129032 -0.964218176451613
3 "laying" "tBodyGyro" 0.0151105970454301 -0.971774671612903
3 "laying" "tBodyGyroJerk" -0.0692518484569892 -0.983476555483871
3 "laying" "tBodyGyroJerkMag" -0.98671362516129 -0.983139255645161
3 "laying" "tBodyGyroMag" -0.951564751451613 -0.954275110967742
3 "laying" "tGravityAcc" 0.361325602258065 -0.976174162204301
3 "laying" "tGravityAccMag" -0.972791346129032 -0.964218176451613
3 "sitting" "fBodyAcc" -0.926683372564103 -0.895194666666667
3 "sitting" "fBodyAccJerk" -0.96665539474359 -0.969968288012821
3 "sitting" "fBodyAccMag" -0.904185725576923 -0.874626592115385
3 "sitting" "fBodyBodyAccJerkMag" -0.965888891730769 -0.966568852884615
3 "sitting" "fBodyBodyGyroJerkMag" -0.977898105576923 -0.976689802692308
3 "sitting" "fBodyBodyGyroMag" -0.946664943653846 -0.925449629
3 "sitting" "fBodyGyro" -0.949564048846154 -0.946085400705128
3 "sitting" "tBodyAcc" 0.0517788934634615 -0.900912702820513
3 "sitting" "tBodyAccJerk" 0.0237005498240385 -0.967586782435897
3 "sitting" "tBodyAccJerkMag" -0.969080752884615 -0.966550084230769
3 "sitting" "tBodyAccMag" -0.895383350192308 -0.8703017
3 "sitting" "tBodyGyro" -0.00658870855923077 -0.945567683397436
3 "sitting" "tBodyGyroJerk" -0.0662349579690385 -0.974978161730769
3 "sitting" "tBodyGyroJerkMag" -0.977998051923077 -0.976772675961538
3 "sitting" "tBodyGyroMag" -0.919354372307692 -0.925518103807692
3 "sitting" "tGravityAcc" 0.389140982107628 -0.919661261474359
3 "sitting" "tGravityAccMag" -0.895383350192308 -0.8703017
3 "standing" "fBodyAcc" -0.935902166174863 -0.922388963497268
3 "standing" "fBodyAccJerk" -0.956779911256831 -0.96003847284153
3 "standing" "fBodyAccMag" -0.926968932295082 -0.921836076557377
3 "standing" "fBodyBodyAccJerkMag" -0.948627467704918 -0.94820681442623
3 "standing" "fBodyBodyGyroJerkMag" -0.960331717868852 -0.957121510491803
3 "standing" "fBodyBodyGyroMag" -0.913682362622951 -0.883439718032787
3 "standing" "fBodyGyro" -0.918388654153005 -0.91495181989071
3 "standing" "tBodyAcc" 0.0546957117129945 -0.923870288415301
3 "standing" "tBodyAccJerk" 0.0249116397774863 -0.957277636666667
3 "standing" "tBodyAccJerkMag" -0.959303840327869 -0.948770043278689
3 "standing" "tBodyAccMag" -0.925430819016393 -0.915143303606557
3 "standing" "tBodyGyro" -0.00554886449781421 -0.913538309071038
3 "standing" "tBodyGyroJerk" -0.0627950198786885 -0.955888134043716
3 "standing" "tBodyGyroJerkMag" -0.962339339672131 -0.957679766885246
3 "standing" "tBodyGyroMag" -0.892089349344262 -0.88212522147541
3 "standing" "tGravityAcc" 0.219352918316393 -0.955869109071038
3 "standing" "tGravityAccMag" -0.925430819016393 -0.915143303606557
3 "walking" "fBodyAcc" -0.2700968405 -0.308768695724713
3 "walking" "fBodyAccJerk" -0.31978009604023 -0.281913576253506
3 "walking" "fBodyAccMag" -0.290031535172414 -0.456373080862069
3 "walking" "fBodyBodyAccJerkMag" -0.186764516965517 -0.0898519904044828
3 "walking" "fBodyBodyGyroJerkMag" -0.607751646034483 -0.549087007931034
3 "walking" "fBodyBodyGyroMag" -0.569755772241379 -0.632643292931034
3 "walking" "fBodyGyro" -0.472499415517241 -0.576635477126437
3 "walking" "tBodyAcc" 0.0485719392736782 -0.272560928518391
3 "walking" "tBodyAccJerk" 0.0286370302725862 -0.281042573228161
3 "walking" "tBodyAccJerkMag" -0.280009317413793 -0.139916355325862
3 "walking" "tBodyAccMag" -0.254690333275862 -0.328428936551724
3 "walking" "tBodyGyro" -0.00740233957011494 -0.537453077298851
3 "walking" "tBodyGyroJerk" -0.0614629639185632 -0.520558350172414
3 "walking" "tBodyGyroJerkMag" -0.566135217931034 -0.567371560862069
3 "walking" "tBodyGyroMag" -0.466411754137931 -0.561510683275862
3 "walking" "tGravityAcc" 0.178804173028736 -0.96407300862069
3 "walking" "tGravityAccMag" -0.254690333275862 -0.328428936551724
3 "walking_downstairs" "fBodyAcc" -0.151441197204082 -0.18829570254966
3 "walking_downstairs" "fBodyAccJerk" -0.251889568585034 -0.308898737677803
3 "walking_downstairs" "fBodyAccMag" 0.0289413195612245 -0.233849422120408
3 "walking_downstairs" "fBodyBodyAccJerkMag" -0.049477977322449 -0.159102288018367
3 "walking_downstairs" "fBodyBodyGyroJerkMag" -0.576277199387755 -0.624910820612245
3 "walking_downstairs" "fBodyBodyGyroMag" -0.332376629371429 -0.322440827020408
3 "walking_downstairs" "fBodyGyro" -0.324875733185714 -0.469963061506803
3 "walking_downstairs" "tBodyAcc" 0.0523094112842857 -0.150933555112925
3 "walking_downstairs" "tBodyAccJerk" 0.0271708088619728 -0.256325147421769
3 "walking_downstairs" "tBodyAccJerkMag" -0.205239246653061 -0.0926324494530612
3 "walking_downstairs" "tBodyAccMag" -0.0628126118283674 -0.0411340078469388
3 "walking_downstairs" "tBodyGyro" -0.00722744749795918 -0.41690052317483
3 "walking_downstairs" "tBodyGyroJerk" -0.0528820904122449 -0.447078637605442
3 "walking_downstairs" "tBodyGyroJerkMag" -0.508567577142857 -0.583919211020408
3 "walking_downstairs" "tBodyGyroMag" -0.215294501244898 -0.245794699346939
3 "walking_downstairs" "tGravityAcc" 0.202625271809524 -0.932033238367347
3 "walking_downstairs" "tGravityAccMag" -0.0628126118283674 -0.0411340078469388
3 "walking_upstairs" "fBodyAcc" -0.325102718537853 -0.214723375206215
3 "walking_upstairs" "fBodyAccJerk" -0.479840462603333 -0.497781299067797
3 "walking_upstairs" "fBodyAccMag" -0.315866079491525 -0.447994369152542
3 "walking_upstairs" "fBodyBodyAccJerkMag" -0.412920898474576 -0.48060920220339
3 "walking_upstairs" "fBodyBodyGyroJerkMag" -0.716877778644068 -0.740033436271186
3 "walking_upstairs" "fBodyBodyGyroMag" -0.514211583728814 -0.445181802430508
3 "walking_upstairs" "fBodyGyro" -0.482337850531073 -0.533988196045198
3 "walking_upstairs" "tBodyAcc" 0.0394480228583051 -0.223749986785876
3 "walking_upstairs" "tBodyAccJerk" 0.034411193159096 -0.472865564451412
3 "walking_upstairs" "tBodyAccJerkMag" -0.436901159491525 -0.439020591694915
3 "walking_upstairs" "tBodyAccMag" -0.184014895 -0.333597432542373
3 "walking_upstairs" "tBodyGyro" -0.0151723350016949 -0.510369804514124
3 "walking_upstairs" "tBodyGyroJerk" -0.0684553026570622 -0.61882628299435
3 "walking_upstairs" "tBodyGyroJerkMag" -0.658861401355932 -0.718028040338983
3 "walking_upstairs" "tBodyGyroMag" -0.347321812220339 -0.408886653186441
3 "walking_upstairs" "tGravityAcc" 0.112579442372881 -0.921112149435028
3 "walking_upstairs" "tGravityAccMag" -0.184014895 -0.333597432542373
4 "laying" "fBodyAcc" -0.955063243641975 -0.953666768950617
4 "laying" "fBodyAccJerk" -0.965965258024691 -0.968235803518519
4 "laying" "fBodyAccMag" -0.939389701296296 -0.937187975962963
4 "laying" "fBodyBodyAccJerkMag" -0.96228712537037 -0.958037119259259
4 "laying" "fBodyBodyGyroJerkMag" -0.983609073333333 -0.982543631666667
4 "laying" "fBodyBodyGyroMag" -0.961556660185185 -0.947100325185185
4 "laying" "fBodyGyro" -0.966956946049383 -0.965694902098765
4 "laying" "tBodyAcc" 0.045955960187037 -0.95285836537037
4 "laying" "tBodyAccJerk" 0.0313240035433519 -0.966341417901235
4 "laying" "tBodyAccJerkMag" -0.970095771666667 -0.960786430740741
4 "laying" "tBodyAccMag" -0.954557603148148 -0.931292216611111
4 "laying" "tBodyGyro" 0.0224920075148148 -0.965428489691358
4 "laying" "tBodyGyroJerk" -0.0714528499135803 -0.981974731296296
4 "laying" "tBodyGyroJerkMag" -0.985068502037037 -0.982698213703704
4 "laying" "tBodyGyroMag" -0.930236462592593 -0.947031781666667
4 "laying" "tGravityAcc" 0.278677250864198 -0.955731070185185
4 "laying" "tGravityAccMag" -0.954557603148148 -0.931292216611111
4 "sitting" "fBodyAcc" -0.945009724466667 -0.932791618466667
4 "sitting" "fBodyAccJerk" -0.965433003 -0.9699231728
4 "sitting" "fBodyAccMag" -0.929002095 -0.9198157096
4 "sitting" "fBodyBodyAccJerkMag" -0.9625007338 -0.9615845194
4 "sitting" "fBodyBodyGyroJerkMag" -0.9765477634 -0.9762617538
4 "sitting" "fBodyBodyGyroMag" -0.9487697524 -0.9288505544
4 "sitting" "fBodyGyro" -0.953983391933333 -0.9534406268
4 "sitting" "tBodyAcc" 0.0528335396273333 -0.93424563956
4 "sitting" "tBodyAccJerk" 0.018480603877 -0.966792355866667
4 "sitting" "tBodyAccJerkMag" -0.9701322836 -0.9625491104
4 "sitting" "tBodyAccMag" -0.93569482 -0.9144078448
4 "sitting" "tBodyGyro" -0.01257441262 -0.9521907134
4 "sitting" "tBodyGyroJerk" -0.0625981031344 -0.9743819736
4 "sitting" "tBodyGyroJerkMag" -0.9804904618 -0.9758066902
4 "sitting" "tBodyGyroMag" -0.9260633138 -0.928898293
4 "sitting" "tGravityAcc" 0.397015342472298 -0.955027217753333
4 "sitting" "tGravityAccMag" -0.93569482 -0.9144078448
4 "standing" "fBodyAcc" -0.931563391964286 -0.907890745720238
4 "standing" "fBodyAccJerk" -0.959527849345238 -0.965337179345238
4 "standing" "fBodyAccMag" -0.917614014821429 -0.895340042142857
4 "standing" "fBodyBodyAccJerkMag" -0.956139283571429 -0.96003249875
4 "standing" "fBodyBodyGyroJerkMag" -0.964471139464286 -0.9664302175
4 "standing" "fBodyBodyGyroMag" -0.914209165714286 -0.887194404285714
4 "standing" "fBodyGyro" -0.925579354166667 -0.924980755119048
4 "standing" "tBodyAcc" 0.05828438145125 -0.911799499047619
4 "standing" "tBodyAccJerk" 0.0148045639970655 -0.961331806964286
4 "standing" "tBodyAccJerkMag" -0.963370738392857 -0.958159482142857
4 "standing" "tBodyAccMag" -0.906478051785714 -0.890976683392857
4 "standing" "tBodyGyro" -0.00563538059047619 -0.922970053333333
4 "standing" "tBodyGyroJerk" -0.066086321355119 -0.96122702422619
4 "standing" "tBodyGyroJerkMag" -0.967614073928571 -0.964282784285714
4 "standing" "tBodyGyroMag" -0.900982100535714 -0.885144317678571
4 "standing" "tGravityAcc" 0.349063570363095 -0.929975531994048
4 "standing" "tGravityAccMag" -0.906478051785714 -0.890976683392857
4 "walking" "fBodyAcc" -0.402374851313333 -0.381077568632833
4 "walking" "fBodyAccJerk" -0.455809466955556 -0.426528388694444
4 "walking" "fBodyAccMag" -0.450804558333333 -0.651172628166667
4 "walking" "fBodyBodyAccJerkMag" -0.318587811 -0.320458701
4 "walking" "fBodyBodyGyroJerkMag" -0.724327420666667 -0.757768081166667
4 "walking" "fBodyBodyGyroMag" -0.609285588016667 -0.593937200833333
4 "walking" "fBodyGyro" -0.5544085755 -0.637921001444444
4 "walking" "tBodyAcc" 0.0507796675941667 -0.368636504978333
4 "walking" "tBodyAccJerk" 0.0268470843888889 -0.423199708871667
4 "walking" "tBodyAccJerkMag" -0.366700879833333 -0.316918956
4 "walking" "tBodyAccMag" -0.312050574166667 -0.527679103166667
4 "walking" "tBodyGyro" -0.00797368917205556 -0.609639659277778
4 "walking" "tBodyGyroJerk" -0.069928563555 -0.646738378888889
4 "walking" "tBodyGyroJerkMag" -0.6813040365 -0.7301463685
4 "walking" "tBodyGyroMag" -0.49779220106 -0.553116111166667
4 "walking" "tGravityAcc" 0.335303260977778 -0.971585942611111
4 "walking" "tGravityAccMag" -0.312050574166667 -0.527679103166667
4 "walking_downstairs" "fBodyAcc" -0.23217643957037 -0.265405264859259
4 "walking_downstairs" "fBodyAccJerk" -0.30616396926963 -0.35143983036
4 "walking_downstairs" "fBodyAccMag" -0.01907433524 -0.263644030288889
